id	verdict	fix_gloss	note
h3p429	ok		
h3p430	ok		
h3p431	ok		
h3p432	ok		
h3p433	ok		
h3p434	ok		
h3p435	ok		
h3p436	ok		
h3p437	ok		
h3p438	ok		
h3p439	ok		
h3p440	ok		
h3p441	ok		
h3p442	ok		
h3p443	ok		
h3p444	ok		
h3p445	fix	Recuerdo todo lo que me pediste.	记住 = remember, not 'me acordé'
h3p446	ok		
h3p447	ok		
h3p448	ok		
h3p449	ok		
h3p450	ok		
h3p451	ok		
h3p452	ok		
h3p453	ok		
h3p454	ok		
h3p455	ok		
h3p456	ok		
h3p457	ok		
h3p458	ok		
h3p459	ok		
h3p460	ok		
h3p461	ok		
h3p462	ok		
h3p463	ok		
h3p464	ok		
h3p465	ok		
h3p466	ok		
h3p467	ok		
h3p468	ok		
h3p469	ok		
h3p470	ok		
h3p471	ok		
h3p472	ok		
