id	verdict	fix_gloss	note
h3p001	ok		
h3p002	ok		
h3p003	ok		
h3p004	ok		
h3p005	ok		
h3p006	ok		
h3p007	ok		
h3p008	ok		
h3p009	ok		
h3p010	ok		
h3p011	ok		
h3p012	ok		
h3p013	ok		
h3p014	ok		
h3p015	ok		
h3p016	ok		
h3p017	ok		
h3p018	ok		
h3p019	ok		
h3p020	ok		
h3p021	ok		
h3p022	ok		
h3p023	ok		
h3p024	ok		
h3p025	ok		
h3p026	ok		
h3p027	ok		
h3p028	ok		
h3p029	ok		
h3p030	ok		
h3p031	ok		
h3p032	ok		
h3p033	ok		
h3p034	ok		
h3p035	ok		
h3p036	fix	Qué bonita tu camisa.	gloss said fit, not looks nice
h3p037	ok		
h3p038	ok		
h3p039	ok		
h3p040	ok		
h3p041	ok		
h3p042	ok		
h3p043	ok		
h3p044	ok		
h3p045	ok		
h3p046	ok		
h3p047	ok		
h3p048	ok		
h3p049	ok		
h3p050	ok		
h3p051	ok		
h3p052	ok		
h3p053	ok		
h3p054	fix	Voy caminando hacia allá despacio.	despacito too cutesy; walk over
h3p055	ok		
h3p056	ok		
h3p057	ok		
h3p058	ok		
h3p059	ok		
h3p060	ok		
