id	verdict	fix_gloss	note
h3p246	ok		
h3p247	ok		
h3p248	ok		
h3p249	ok		
h3p250	ok		
h3p251	ok		
h3p252	fix	Ya entendí, quieres que haga menos ruido.	quiet a bit, not 'callado'
h3p253	ok		
h3p254	ok		
h3p255	ok		
h3p256	ok		
h3p257	ok		
h3p258	ok		
h3p259	ok		
h3p260	ok		
h3p261	ok		
h3p262	ok		
h3p263	ok		
h3p264	fix	El fin de semana vamos a hacer senderismo.	爬山 is hiking, not climbing
h3p265	fix	Subir la montaña es agotador, quiero dormir.	escalar = rock climbing
h3p266	ok		
h3p267	ok		
h3p268	fix	¡Tus zapatos de cuero brillan mucho!	more natural
h3p269	ok		
h3p270	ok		
h3p271	ok		
h3p272	ok		
h3p273	ok		
h3p274	ok		
h3p275	ok		
h3p276	ok		
h3p277	ok		
h3p278	ok		
h3p279	ok		
h3p280	ok		
h3p281	ok		
h3p282	ok		
h3p283	ok		
h3p284	ok		
h3p286	ok		
h3p287	ok		
h3p288	ok		
h3p289	ok		
h3p290	ok		
h3p291	ok		
h3p292	ok		
h3p293	ok		
h3p294	ok		
h3p295	ok		
h3p296	ok		
h3p297	ok		
h3p298	ok		
h3p299	ok		
h3p300	ok		
h3p301	ok		
h3p302	ok		
h3p303	ok		
h3p305	ok		
h3p306	ok		
h3p307	ok		
