id	verdict	fix_gloss	note
h3p061	ok		
h3p062	ok		
h3p063	ok		
h3p064	ok		
h3p065	ok		
h3p066	ok		
h3p067	ok		
h3p068	ok		
h3p069	ok		
h3p070	ok		
h3p071	ok		
h3p072	ok		
h3p073	ok		
h3p074	ok		
h3p075	ok		
h3p076	ok		
h3p077	ok		
h3p078	ok		
h3p079	ok		
h3p080	ok		
h3p081	ok		
h3p082	ok		
h3p083	ok		
h3p084	ok		
h3p085	ok		
h3p086	ok		
h3p087	ok		
h3p088	ok		
h3p089	ok		
h3p090	ok		
h3p091	ok		
h3p092	ok		
h3p093	ok		
h3p094	ok		
h3p095	ok		
h3p096	ok		
h3p097	ok		
h3p098	ok		
h3p099	ok		
h3p100	ok		
h3p101	ok		
h3p102	ok		
h3p103	ok		
h3p104	ok		
h3p105	ok		
h3p106	ok		
h3p107	ok		
h3p108	ok		
h3p109	ok		
h3p110	ok		
h3p111	ok		
h3p112	ok		
h3p113	ok		
h3p114	ok		
h3p115	ok		
h3p116	ok		
h3p117	ok		
h3p118	ok		
h3p119	ok		
h3p120	ok		
