id	verdict	fix_script	fix_reading	fix_english	note
h3p011	ok				
h3p019	ok				
h3p049	ok				
h3p067	ok				
h3p094	ok				
h3p105	ok				
h3p121	ok				
h3p123	ok				
h3p132	ok				
h3p145	ok				
h3p148	ok				
h3p150	ok				
h3p154	ok				
h3p183	ok				
h3p193	ok				
h3p195	ok				
h3p202	ok				
h3p208	ok				
h3p210	ok				
h3p211	ok				
h3p213	ok				
h3p215	ok				
h3p216	ok				
h3p220	ok				
h3p227	ok				
h3p232	ok				
h3p241	ok				
h3p257	ok				
h3p272	ok				
h3p275	ok				
h3p306	ok				
h3p325	ok				
h3p329	ok				
h3p330	ok				
h3p365	ok				
h3p376	ok				
h3p386	ok				
h3p392	ok				
h3p402	ok				
h3p413	ok				
h3p430	ok				
h3p432	ok				
h3p436	ok				
h3p450	ok				
h3p456	ok				
h3p468	ok				
