id	verdict	fix_gloss	note
w061	ok		
w062	ok		
w063	ok		
w064	ok		
w065	ok		
w066	ok		
w067	ok		
w068	ok		
w069	ok		
w070	ok		
w071	ok		
w072	ok		
w073	ok		
w074	ok		
w075	ok		
w076	ok		
w077	ok		
w078	ok		
w079	ok		
w080	ok		
w081	ok		
w082	fix	مِنْ فَضْلِكَ	رجا is the verb "he requested"; 请 here is the polite marker "please", matching the shukran/afwan interjection pattern
w083	ok		
w084	ok		
w085	ok		
w086	ok		
w087	ok		
w088	ok		
w089	ok		
w090	ok		
w091	ok		
w092	ok		
w093	ok		
w094	ok		
w095	ok		
w096	ok		
w097	ok		
w098	ok		
w099	ok		
w100	ok		
w101	ok		
w102	ok		
w103	ok		
w104	ok		
w105	ok		
w106	fix	أَكْثَرَ مِنَ اللَّازِمِ	tai "too/excessively" duplicates hen's jiddan ("very"); needs a distinct word for excess
w107	ok		
w108	ok		
w109	ok		
w110	ok		
w111	ok		
w112	ok		
w113	ok		
w114	fix	أُعْجِبَ	a3jabahu carries a bound object pronoun (breaks the bare-citation style) and needs a stated subject; passive u3jiba ("was pleased/liked") is a clean citation distinct from love's ahabba
w115	ok		
w116	ok		
w117	ok		
w118	ok		
w119	ok		
w120	ok		
