# Gemini's reply for hsk2, chunk 03 — 60 entries.
#
# Paste the whole of hsk2.03.gemini.md into Gemini, then paste its
# reply below. Prose around the TSV block is ignored, so pasting the whole
# answer is fine — but the block must still begin with a line reading
# exactly:  id<tab>verdict<tab>fix_script<tab>fix_reading<tab>fix_english<tab>note
#
# If it came back with spaces instead of tabs, paste it into a spreadsheet
# and copy it back out — that turns the columns into real tabs.
id	verdict	fix_script	fix_reading	fix_english	note
h2p121	ok				
h2p122	fix		Wài miàn hěn lěng, duō chuān diǎnr yī fu.		erhua: 点儿 must merge to diǎnr, not "diǎn ér"
h2p123	ok				
h2p124	ok				
h2p125	ok				
h2p126	ok				
h2p127	ok				
h2p128	ok				
h2p129	ok				
h2p130	ok				
h2p131	ok				
h2p132	ok				
h2p133	ok				
h2p134	ok				
h2p135	ok				
h2p136	ok				
h2p137	ok				
h2p138	ok				
h2p139	ok				
h2p140	ok				
h2p141	ok				
h2p142	ok				
h2p143	ok				
h2p144	ok				
h2p145	ok				
h2p146	ok				
h2p147	ok				
h2p148	ok				
h2p149	ok				
h2p150	ok				
h2p151	ok				
h2p152	ok				
h2p153	ok				
h2p154	ok				
h2p155	ok				
h2p156	ok				
h2p157	ok				
h2p158	ok				
h2p159	ok				
h2p160	ok				
h2p161	ok				
h2p162	ok				
h2p163	ok				
h2p164	ok				
h2p165	ok				
h2p166	ok				
h2p167	ok				
h2p168	ok				
h2p169	ok				
h2p170	ok				
h2p171	ok				
h2p172	ok				
h2p173	ok				
h2p174	ok				
h2p175	ok				
h2p176	ok				
h2p177	ok				
h2p178	ok				
h2p179	ok				
h2p180	ok				
