# Gemini's reply for hsk2, chunk 02 — 60 entries.
#
# Paste the whole of hsk2.02.gemini.md into Gemini, then paste its
# reply below. Prose around the TSV block is ignored, so pasting the whole
# answer is fine — but the block must still begin with a line reading
# exactly:  id<tab>verdict<tab>fix_script<tab>fix_reading<tab>fix_english<tab>note
#
# If it came back with spaces instead of tabs, paste it into a spreadsheet
# and copy it back out — that turns the columns into real tabs.
id	verdict	fix_script	fix_reading	fix_english	note
h2p061	ok				
h2p062	ok				
h2p063	ok				
h2p064	ok				
h2p065	ok				
h2p066	ok				
h2p067	ok				
h2p068	ok				
h2p069	ok				
h2p070	ok				
h2p071	ok				
h2p072	ok				
h2p073	ok				
h2p074	ok				
h2p075	ok				
h2p076	ok				
h2p077	ok				
h2p078	ok				
h2p079	ok				
h2p080	ok				
h2p081	ok				
h2p082	ok				
h2p083	ok				
h2p084	ok				
h2p085	ok				
h2p086	ok				
h2p087	ok				
h2p088	ok				
h2p089	ok				
h2p090	ok				
h2p091	ok				
h2p092	ok				
h2p093	ok				
h2p094	ok				
h2p095	ok				
h2p096	ok				
h2p097	ok				
h2p098	ok				
h2p099	ok				
h2p100	ok				
h2p101	ok				
h2p102	ok				
h2p103	ok				
h2p104	ok				
h2p105	ok				
h2p106	ok				
h2p107	ok				
h2p108	ok				
h2p109	ok				
h2p110	ok				
h2p111	ok				
h2p112	ok				
h2p113	ok				
h2p114	ok				
h2p115	ok				
h2p116	ok				
h2p117	ok				
h2p118	ok				
h2p119	ok				
h2p120	ok				
