id	verdict	fix_gloss	note
h2p241	ok		
h2p242	ok		
h2p243	ok		
h2p244	ok		
h2p245	fix	دَعُونِي أُعَرِّفْ بَعْضَكُمْ بِبَعْضٍ.	original meant introduce myself; also jussive needed
h2p246	ok		
h2p247	ok		
h2p248	ok		
h2p249	ok		
h2p250	fix	تَمْشِي أَسْرَعَ مِمَّا يَنْبَغِي!	'too fast'
h2p251	ok		
h2p252	ok		
h2p253	ok		
h2p254	ok		
h2p255	ok		
h2p256	ok		
h2p257	ok		
h2p258	ok		
h2p259	ok		
h2p260	ok		
h2p261	ok		
h2p262	ok		
h2p263	ok		
h2p264	fix	اِشْرَبْ مَاءً كَثِيرًا وَاسْتَرِحْ كَثِيرًا.	natural 'rest a lot'
h2p265	ok		
h2p266	ok		
h2p267	ok		
h2p268	ok		
h2p269	ok		
h2p270	ok		
h2p271	ok		
h2p272	ok		
h2p273	ok		
h2p274	ok		
h2p275	ok		
h2p276	ok		
h2p277	ok		
h2p278	ok		
h2p279	ok		
h2p280	ok		
h2p281	ok		
h2p282	ok		
h2p283	ok		
h2p284	ok		
h2p285	ok		
h2p286	ok		
h2p287	ok		
h2p288	ok		
h2p289	ok		
h2p290	ok		
h2p291	ok		
h2p292	ok		
h2p293	ok		
h2p294	ok		
h2p295	ok		
h2p296	ok		
h2p297	ok		
h2p298	ok		
h2p299	ok		
h2p300	ok		
