id	verdict	fix_gloss	note
h2p181	ok		
h2p182	ok		
h2p183	ok		
h2p184	ok		
h2p185	ok		
h2p186	ok		
h2p187	fix	ذَهَبْتُ إِلَى بِكِينَ الْعَامَ الْمَاضِي.	pause on defective adjective is -ī
h2p188	ok		
h2p189	ok		
h2p190	ok		
h2p191	fix	بَقِيَتْ عَشْرُ دَقَائِقَ.	natural verb; original awkward
h2p192	ok		
h2p193	ok		
h2p194	ok		
h2p195	ok		
h2p196	ok		
h2p197	ok		
h2p198	ok		
h2p199	ok		
h2p200	ok		
h2p201	ok		
h2p202	ok		
h2p203	ok		
h2p204	ok		
h2p205	ok		
h2p206	ok		
h2p207	ok		
h2p208	ok		
h2p209	ok		
h2p210	ok		
h2p211	fix	تَذَاكِرُ الطَّائِرَةِ غَالِيَةٌ.	plural tickets
h2p212	ok		
h2p213	ok		
h2p214	ok		
h2p215	ok		
h2p216	ok		
h2p217	ok		
h2p218	ok		
h2p219	ok		
h2p220	ok		
h2p221	ok		
h2p222	ok		
h2p223	ok		
h2p224	ok		
h2p225	ok		
h2p226	ok		
h2p227	ok		
h2p228	ok		
h2p229	fix	لِأَنَّ الْمَطَرَ هَطَلَ، فَلَمْ أَذْهَبْ.	natural for 'because it rained'
h2p230	fix	مَعَ أَنِّي مُتْعَبٌ، إِلَّا أَنِّي سَعِيدٌ.	although...but: use illa anna not lakin
h2p231	fix	مَعَ أَنَّ الْجَوَّ بَارِدٌ فِي الْخَارِجِ، إِلَّا أَنِّي أُرِيدُ أَنْ أَخْرُجَ لِأَلْعَبَ.	illa anna; li-alʿab natural
h2p232	ok		
h2p233	ok		
h2p234	ok		
h2p235	ok		
h2p236	fix	هُوَ يَتَحَدَّثُ عَبْرَ الْهَاتِفِ الْآنَ.	'ala al-hatif is colloquial calque
h2p237	ok		
h2p238	ok		
h2p239	ok		
h2p240	ok		
