id	verdict	fix_gloss	note
h2p301	ok		
h2p302	ok		
h2p303	ok		
h2p304	ok		
h2p305	ok		
h2p306	ok		
h2p307	ok		
h2p308	ok		
h2p309	fix	أَنَا هُنَا تَمَامًا.	bi-l-ḍabṭ odd
h2p310	ok		
h2p311	ok		
h2p312	ok		
h2p313	ok		
h2p314	ok		
h2p315	ok		
h2p316	ok		
h2p317	ok		
h2p318	ok		
h2p319	ok		
h2p320	ok		
h2p321	ok		
h2p322	ok		
h2p323	fix	تَتَكَلَّمُ أَسْرَعَ مِمَّا يَنْبَغِي.	'too fast'
h2p324	ok		
h2p325	ok		
h2p326	ok		
h2p327	ok		
h2p328	ok		
h2p329	ok		
h2p330	ok		
h2p331	ok		
h2p332	ok		
h2p333	ok		
h2p334	ok		
h2p335	ok		
h2p336	ok		
h2p337	ok		
h2p338	fix	دَعْنِي أَرَ!	jussive drops alif
h2p339	ok		
h2p340	ok		
h2p341	ok		
h2p342	ok		
h2p343	ok		
h2p344	ok		
h2p345	ok		
h2p346	ok		
h2p347	ok		
h2p348	ok		
h2p349	ok		
h2p350	ok		
h2p351	ok		
h2p352	ok		
h2p353	ok		
h2p354	ok		
h2p355	ok		
h2p356	ok		
h2p357	ok		
h2p358	ok		
h2p359	ok		
h2p360	ok		
