id	verdict	fix_gloss	note
h2p121	ok		
h2p122	ok		
h2p123	ok		
h2p124	ok		
h2p125	ok		
h2p126	ok		
h2p127	ok		
h2p128	ok		
h2p129	ok		
h2p130	ok		
h2p131	ok		
h2p132	ok		
h2p133	ok		
h2p134	ok		
h2p135	fix	طِفْلِي يُحِبُّ لَعِبَ كُرَةِ الْقَدَمِ.	ولد means son; 孩子 is neutral child
h2p136	ok		
h2p137	ok		
h2p138	ok		
h2p139	ok		
h2p140	ok		
h2p141	ok		
h2p142	ok		
h2p143	ok		
h2p144	ok		
h2p145	ok		
h2p146	ok		
h2p147	ok		
h2p148	ok		
h2p149	ok		
h2p150	ok		
h2p151	ok		
h2p152	ok		
h2p153	ok		
h2p154	ok		
h2p155	ok		
h2p156	ok		
h2p157	ok		
h2p158	ok		
h2p159	ok		
h2p160	ok		
h2p161	ok		
h2p162	ok		
h2p163	ok		
h2p164	ok		
h2p165	fix	هَلْ تُجِيدُ السِّبَاحَةَ؟	تعرف السباحة is not natural MSA for can swim
h2p166	ok		
h2p167	ok		
h2p168	ok		
h2p169	ok		
h2p170	ok		
h2p171	ok		
h2p172	ok		
h2p173	ok		
h2p174	ok		
h2p175	ok		
h2p176	ok		
h2p177	ok		
h2p178	ok		
h2p179	ok		
h2p180	ok		
