id	verdict	fix_gloss	note
h2p421	ok		
h2p422	ok		
h2p423	ok		
h2p424	ok		
h2p425	ok		
h2p426	ok		
h2p427	ok		
h2p428	ok		
h2p429	fix	أَكْرَهُ الِامْتِحَانَاتِ أَكْثَرَ مِنْ أَيِّ شَيْءٍ.	exams must be definite; أَيّ not كُلّ
h2p430	ok		
h2p431	ok		
h2p432	ok		
h2p433	ok		
h2p434	ok		
h2p435	ok		
h2p436	ok		
h2p437	ok		
h2p438	ok		
h2p439	ok		
h2p440	ok		
h2p441	ok		
h2p442	ok		
h2p443	fix	نَفِدَ هٰذَا.	sold out = نَفِدَ; بِيعَ ... كُلُّهُ was wrong sense
h2p444	ok		
h2p445	ok		
h2p446	ok		
h2p447	fix	يَنْبَغِي أَنْ تُمَارِسَ الرِّيَاضَةَ أَكْثَرَ.	should, not must
h2p448	ok		
h2p449	ok		
