id	verdict	fix_gloss	note
h2p361	fix	هٰذَا الثَّوْبُ طَوِيلٌ أَكْثَرَ مِنَ اللَّازِمِ.	太长 = too long, not just very
h2p362	fix	هُوَ طَوِيلٌ جِدًّا.	很 = very; bare adjective too weak
h2p363	ok		
h2p364	ok		
h2p365	ok		
h2p366	ok		
h2p367	ok		
h2p368	ok		
h2p369	ok		
h2p370	ok		
h2p371	ok		
h2p372	ok		
h2p373	ok		
h2p374	fix	أَشْعُرُ بِبَعْضِ الْبَرْدِ.	more natural for 有点儿冷
h2p375	ok		
h2p376	ok		
h2p377	ok		
h2p378	ok		
h2p379	ok		
h2p380	ok		
h2p381	ok		
h2p382	ok		
h2p383	ok		
h2p384	fix	دَعْنِي أُفَكِّرْ لَحْظَةً.	verb after دَعْنِي must be jussive
h2p385	ok		
h2p386	ok		
h2p387	ok		
h2p388	ok		
h2p389	ok		
h2p390	ok		
h2p391	ok		
h2p392	ok		
h2p393	ok		
h2p394	ok		
h2p395	ok		
h2p396	ok		
h2p397	ok		
h2p398	ok		
h2p399	ok		
h2p400	ok		
h2p401	ok		
h2p402	fix	غَنُّوا جَمِيعًا مَعًا!	third-person lam command stilted; direct imperative to everyone
h2p403	ok		
h2p404	ok		
h2p405	ok		
h2p406	fix	لِنَأْكُلْ خَارِجَ الْبَيْتِ.	original unnatural (لِلْأَكْلِ خَارِجًا)
h2p407	fix	أَتُرِيدُ أَرُزًّا أَمْ مَعْكَرُونَةً؟	أَمْ pairs with hamza أَ, not هَلْ
h2p408	ok		
h2p409	ok		
h2p410	ok		
h2p411	ok		
h2p412	ok		
h2p413	ok		
h2p414	ok		
h2p415	ok		
h2p416	ok		
h2p417	ok		
h2p418	ok		
h2p419	ok		
h2p420	ok		
