id	verdict	fix_gloss	note
n005	ok		
n007	ok		
n011	ok		
n013	ok		
n016	ok		
n022	drop		a real given name (Al-Akhdar)
n024	drop		duplicate of verified n023
n028	ok		
n030	ok		
n031	ok		
n032	ok		
n033	ok		
n047	ok		
n057	drop		also means crucifixion
n058	ok		
n060	ok		
n061	ok		
n062	ok		
n063	ok		
n065	ok		
n067	ok		
n069	drop		duplicate of verified n068
n076	drop		duplicate of verified n075
n078	ok		
n081	ok		
n082	ok		
n084	ok		
n085	ok		
n086	drop		invented diminutive
n087	drop		rare/unclear
n090	ok		
n092	ok		
n093	ok		
n094	ok		
n096	drop		duplicate of verified n015
n098	ok		
n099	drop		real given name (Abis)
n100	ok		
n101	ok		
n103	ok		
n105	ok		
n107	ok		
n108	ok		
n109	ok		
n111	ok		
n113	ok		
n114	ok		
n115	ok		
