# Gemini's reply for hsk1.words.es, chunk 02 — 72 entries.
#
# Paste the whole of hsk1.words.es.02.gemini.md into Gemini, then paste its
# reply below. Prose around the TSV block is ignored, so pasting the whole
# answer is fine — but the block must still begin with a line reading
# exactly:  id<tab>verdict<tab>fix_gloss<tab>note
#
# If it came back with spaces instead of tabs, paste it into a spreadsheet
# and copy it back out — that turns the columns into real tabs.
id	verdict	fix_gloss	note
w081	ok		
w082	ok		
w083	ok		
w084	ok		
w085	ok		
w086	ok		
w087	ok		
w088	ok		
w089	ok		
w090	fix	la mañana	上午 means "morning"; plain "mañana" collides with 明天 (w067, "tomorrow" = mañana). Using the noun with the article marks it as "the morning", not the adverb "tomorrow"
w091	ok		
w092	ok		
w093	ok		
w094	ok		
w095	ok		
w096	ok		
w097	ok		
w098	ok		
w099	ok		
w100	ok		
w101	ok		
w102	ok		
w103	ok		
w104	ok		
w105	ok		
w106	ok		
w107	ok		
w108	ok		
w109	ok		
w110	ok		
w111	ok		
w112	ok		
w113	ok		
w114	ok		
w115	ok		
w116	ok		
w117	ok		
w118	ok		
w119	ok		
w120	ok		
w121	ok		
w122	ok		
w123	ok		
w124	ok		
w125	ok		
w126	ok		
w127	ok		
w128	ok		
w129	ok		
w130	ok		
w131	ok		
w132	ok		
w133	ok		
w134	ok		
w135	ok		
w136	ok		
w137	ok		
w138	ok		
w139	ok		
w140	ok		
w141	ok		
w142	ok		
w143	ok		
w144	ok		
w145	ok		
w146	ok		
w147	fix	carácter (escrito)	字 means a single written Chinese character, not "word" (that's 词); including "palabra" blurs a distinction this app should be teaching
w148	ok		
w149	ok		
w150	ok		
w151	ok		
w152	ok		
