id	verdict	fix_script	fix_reading	fix_english	note
p062	ok				
p063	ok				
p064	ok				
p065	ok				
p066	ok				
p067	ok				
p068	ok				
p069	ok				
p070	ok				
p071	ok				
p072	ok				
p073	ok				
p074	ok				
p075	ok				
p076	ok				
p077	ok				
p078	drop				Bare 你做什么？ is abrupt/ambiguous (reads as 'What do you do?' or a confrontational 'What are you doing?!'); the natural forms already exist as p016 你在做什么 and p081 你想做什么.
p079	ok				
p080	ok				
p081	ok				
p082	ok				
p083	ok				
p084	ok				
p085	ok				
p086	ok				
p087	ok				
p088	ok				
p089	ok				
p090	ok				
p091	ok				
p092	ok				
p093	ok				
p094	ok				
p095	ok				
p096	ok				Intentional silly line; grammatical (个 is colloquially fine for 电脑, 台 would be more formal). Keep only if the joke is intended.
p097	ok				
p098	ok				
p099	ok				
p100	ok				
p101	ok				
p102	ok				
p103	ok				
p104	ok				
p105	fix	我想看看你。	Wǒ xiǎng kàn kan nǐ.		我想看见你 is unnatural (看见 is a result verb, 'catch sight of'); natives say 我想见你 (见 alone is not HSK1) or 我想看看你.
p106	ok				
p107	ok				
p108	ok				
p109	ok				
p110	ok				
p111	ok				
p112	ok				
p113	ok				
p114	ok				
p115	ok				
p116	ok				
p117	ok				
p118	ok				
p119	ok				
p120	ok				
p121	ok				
p122	ok				
