id	verdict	fix_gloss	note
h3w122	ok		
h3w123	ok		
h3w124	ok		
h3w125	ok		
h3w126	ok		
h3w127	ok		
h3w128	ok		
h3w129	ok		
h3w130	ok		
h3w131	ok		
h3w132	ok		
h3w133	fix	tener sed	sediento too literary
h3w134	ok		
h3w135	ok		
h3w136	ok		
h3w137	ok		
h3w138	ok		
h3w139	ok		
h3w140	fix	palillos chinos	clarify
h3w141	ok		
h3w142	ok		
h3w143	ok		
h3w144	ok		
h3w145	ok		
h3w146	ok		
h3w147	ok		
h3w148	ok		
h3w149	ok		
h3w150	fix	conocer bien; comprender	了解 = know about
h3w151	ok		
h3w152	ok		
h3w153	ok		
h3w154	ok		
h3w155	ok		
h3w156	ok		
h3w157	ok		
h3w158	ok		
h3w159	ok		
h3w160	ok		
h3w161	ok		
h3w162	ok		
h3w163	ok		
h3w164	ok		
h3w165	ok		
h3w166	ok		
h3w167	ok		
h3w168	ok		
h3w169	ok		
h3w170	fix	hacer senderismo; subir montañas	爬山 is hiking
h3w171	ok		
h3w172	ok		
h3w173	ok		
h3w174	ok		
h3w175	ok		
h3w176	ok		
h3w177	ok		
h3w178	ok		
h3w179	ok		
h3w180	ok		
h3w181	ok		
