id	verdict	fix_gloss	note
h3w062	ok		
h3w063	ok		
h3w064	fix	tener hambre	adjective hambriento too strong
h3w065	ok		
h3w066	ok		
h3w067	ok		
h3w068	ok		
h3w069	ok		
h3w070	ok		
h3w071	ok		
h3w072	fix	quedarse tranquilo	放心 = not worry
h3w073	ok		
h3w074	ok		
h3w075	ok		
h3w076	ok		
h3w077	ok		
h3w078	ok		
h3w079	ok		
h3w080	ok		
h3w081	ok		
h3w082	ok		
h3w083	ok		
h3w084	ok		
h3w085	ok		
h3w086	ok		
h3w087	ok		
h3w088	ok		
h3w089	ok		
h3w090	ok		
h3w091	ok		
h3w092	ok		
h3w093	ok		
h3w094	ok		
h3w095	ok		
h3w096	ok		
h3w097	ok		
h3w098	ok		
h3w099	ok		
h3w100	ok		
h3w101	ok		
h3w102	ok		
h3w103	ok		
h3w104	ok		
h3w105	ok		
h3w106	ok		
h3w107	ok		
h3w108	ok		
h3w109	ok		
h3w110	ok		
h3w111	ok		
h3w112	ok		
h3w113	ok		
h3w114	ok		
h3w115	ok		
h3w116	ok		
h3w117	ok		
h3w118	ok		
h3w119	ok		
h3w120	ok		
h3w121	ok		
