id	script	reading	english	tags	status	checks	note
h3p001	阿姨，你今天来得真早！	Ā yí, nǐ jīn tiān lái de zhēn zǎo!	Auntie, you're here so early today!	greet	verified	claude-blind,claude-review	
h3p002	啊，你回来了！	A, nǐ huí lái le!	Ah, you're back!	greet	verified	claude-blind,claude-review	
h3p003	我个子太矮，拿不到桌上的包。	Wǒ gè zi tài ǎi, ná bú dào zhuō shàng de bāo.	I'm too short to get the bag on the table.	random	verified	claude-blind,claude-review	
h3p004	你的爱好是什么？	Nǐ de ài hào shì shén me?	What's your hobby?	random	verified	claude-blind,claude-review	
h3p005	我的爱好是睡觉。	Wǒ de ài hào shì shuì jiào.	My hobby is sleeping.	random	verified	claude-blind,claude-review	
h3p006	这里好安静，我想睡觉了。	Zhè lǐ hǎo ān jìng, wǒ xiǎng shuì jiào le.	It's so quiet here. I feel like sleeping.	tired	verified	claude-blind,claude-review	
h3p007	请你把我放在灯下面。	Qǐng nǐ bǎ wǒ fàng zài dēng xià mian.	Please put me under the light.	random	verified	claude-blind,claude-review	
h3p008	你今天几点上班？	Nǐ jīn tiān jǐ diǎn shàng bān?	What time do you start work today?	random	verified	claude-blind,claude-review	
h3p009	我们班的同学都很好。	Wǒ men bān de tóng xué dōu hěn hǎo.	Everyone in our class is nice.	random	verified	claude-blind,claude-review	
h3p010	别搬我，我很重！	Bié bān wǒ, wǒ hěn zhòng!	Don't move me, I'm heavy!	grabbed	verified	claude-blind,claude-review	
h3p011	我只吃了半个蛋糕。	Wǒ zhǐ chī le bàn gè dàn gāo.	I only ate half a cake.	random	verified	claude-blind,claude-review	
h3p012	我没有办法，只好等你。	Wǒ méi yǒu bàn fǎ, zhǐ hǎo děng nǐ.	I have no choice but to wait for you.	lonely	verified	claude-blind,claude-review	
h3p013	你的办公室大不大？	Nǐ de bàn gōng shì dà bu dà?	Is your office big?	random	verified	claude-blind,claude-review	
h3p014	你能帮忙拿一下这个吗？	Nǐ néng bāng máng ná yí xià zhè ge ma?	Can you help me carry this?	random	verified	claude-blind,claude-review	
h3p015	你的包里有好吃的吗？	Nǐ de bāo lǐ yǒu hǎo chī de ma?	Is there anything tasty in your bag?	hungry	verified	claude-blind,claude-review	
h3p016	我吃饱了，想睡觉。	Wǒ chī bǎo le, xiǎng shuì jiào.	I'm full and I want to sleep.	fed	verified	claude-blind,claude-review	
h3p017	我吃得好饱啊！	Wǒ chī de hǎo bǎo a!	I'm so full!	fed	verified	claude-blind,claude-review	
h3p018	我想去北方看雪。	Wǒ xiǎng qù běi fāng kàn xuě.	I want to go to the north to see snow.	random	verified	claude-blind,claude-review	
h3p019	你把我拿起来了！	Nǐ bǎ wǒ ná qǐ lái le!	You picked me up!	grabbed	verified	claude-blind,claude-review	
h3p020	我的鼻子有点儿冷。	Wǒ de bí zi yǒu diǎnr lěng.	My nose is a bit cold.	random	verified	claude-blind,claude-review	
h3p021	今天比较冷，你多穿点儿。	Jīn tiān bǐ jiào lěng, nǐ duō chuān diǎnr.	It's rather cold today, so wear more.	random	verified	claude-blind,claude-review	
h3p022	你的比赛什么时候开始？	Nǐ de bǐ sài shén me shí hou kāi shǐ?	When does your match start?	random	verified	claude-blind,claude-review	
h3p023	你的笔记本可以借我吗？	Nǐ de bǐ jì běn kě yǐ jiè wǒ ma?	Can I borrow your notebook?	random	verified	claude-blind,claude-review	
h3p024	你必须早点儿睡觉。	Nǐ bì xū zǎo diǎnr shuì jiào.	You must go to bed early.	random	verified	claude-blind,claude-review	
h3p025	天气有变化，要下雨了。	Tiān qì yǒu biàn huà, yào xià yǔ le.	The weather is changing. It's going to rain.	random	verified	claude-blind,claude-review	
h3p026	别人都走了，只有我在这儿。	Bié rén dōu zǒu le, zhǐ yǒu wǒ zài zhèr.	Everyone else has gone. Only I'm here.	lonely	verified	claude-blind,claude-review	
h3p027	冰箱里有蛋糕吗？	Bīng xiāng lǐ yǒu dàn gāo ma?	Is there any cake in the fridge?	hungry	verified	claude-blind,claude-review	
h3p028	我不但饿，而且很累。	Wǒ bú dàn è, ér qiě hěn lèi.	I'm not only hungry, I'm tired too.	hungry	verified	claude-blind,claude-review	
h3p029	把菜单给我看看吧。	Bǎ cài dān gěi wǒ kàn kan ba.	Let me see the menu.	hungry	verified	claude-blind,claude-review	
h3p030	你怎么才回来？	Nǐ zěn me cái huí lái?	Why are you only just back?	lonely	verified	claude-blind,claude-review	
h3p031	我想参加你的比赛。	Wǒ xiǎng cān jiā nǐ de bǐ sài.	I want to take part in your match.	random	verified	claude-blind,claude-review	
h3p032	外面的草绿了。	Wài mian de cǎo lǜ le.	The grass outside has turned green.	random	verified	claude-blind,claude-review	
h3p033	你住在几层？	Nǐ zhù zài jǐ céng?	Which floor do you live on?	random	verified	claude-blind,claude-review	
h3p034	我的成绩比上次差。	Wǒ de chéng jì bǐ shàng cì chà.	My grade is worse than last time.	random	verified	claude-blind,claude-review	
h3p035	你带我去超市，好吗？	Nǐ dài wǒ qù chāo shì, hǎo ma?	Will you take me to the supermarket?	random	verified	claude-blind,claude-review	
