id	script	reading	english	tags	status	checks	note
w001	爱	ài	love	hsk1	verified	claude-blind,claude-review	
w002	八	bā	eight	hsk1	verified	claude-blind,claude-review	
w003	爸爸	bà ba	dad	hsk1	verified	claude-blind,claude-review	
w004	杯子	bēi zi	cup	hsk1	verified	claude-blind,claude-review	
w005	北京	běi jīng	Beijing	hsk1	verified	claude-blind,claude-review	
w006	本	běn	(measure word for books)	hsk1	verified	claude-blind,claude-review	
w007	不客气	bú kè qi	you're welcome	hsk1	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: blind pass agreed on meaning; review's only objection was the tone, now fixed by a verified override
w008	不	bù	not; no	hsk1	verified	claude-blind,claude-review	
w009	菜	cài	dish; vegetable	hsk1	verified	claude-blind,claude-review	
w010	茶	chá	tea	hsk1	verified	claude-blind,claude-review	
w011	吃	chī	to eat	hsk1	verified	claude-blind,claude-review	
w012	出租车	chū zū chē	taxi	hsk1	verified	claude-blind,claude-review	
w013	打电话	dǎ diàn huà	to make a phone call	hsk1	verified	claude-blind,claude-review	
w014	大	dà	big	hsk1	verified	claude-blind,claude-review	
w015	的	de	(possessive particle)	hsk1	verified	claude-blind,claude-review	
w016	点	diǎn	o'clock; a little	hsk1	verified	claude-blind,claude-review	
w017	电脑	diàn nǎo	computer	hsk1	verified	claude-blind,claude-review	
w018	电视	diàn shì	television	hsk1	verified	claude-blind,claude-review	
w019	电影	diàn yǐng	film	hsk1	verified	claude-blind,claude-review	
w020	东西	dōng xi	thing	hsk1	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: blind pass agreed on meaning; review's only objection was the tone, now fixed by a verified override
w021	都	dōu	all; both	hsk1	verified	claude-blind,claude-review	
w022	读	dú	to read	hsk1	verified	claude-blind,claude-review	
w023	对不起	duì bu qǐ	sorry	hsk1	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: blind pass agreed on meaning; review's only objection was the tone, now fixed by a verified override
w024	多	duō	many; much	hsk1	verified	claude-blind,claude-review	
