id	script	reading	english	tags	status	checks	note
h2w001	吧	ba	(suggestion particle) let's…; …right?	hsk2	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is a synonym or the same description in other words
h2w002	白	bái	white	hsk2	verified	claude-blind,claude-review	
h2w003	百	bǎi	hundred	hsk2	verified	claude-blind,claude-review	
h2w004	帮助	bāng zhù	to help	hsk2	verified	claude-blind,claude-review	
h2w005	报纸	bào zhǐ	newspaper	hsk2	verified	claude-blind,claude-review	
h2w006	比	bǐ	than; compared with	hsk2	verified	claude-blind,claude-review	
h2w007	别	bié	don't	hsk2	verified	claude-blind,claude-review	
h2w008	宾馆	bīn guǎn	hotel	hsk2	verified	claude-blind,claude-review	
h2w009	长	cháng	long	hsk2	verified	claude-blind,claude-review	
h2w010	唱歌	chàng gē	to sing	hsk2	verified	claude-blind,claude-review	
h2w011	出	chū	to go out; to come out	hsk2	verified	claude-blind,claude-review	
h2w012	穿	chuān	to wear; to put on	hsk2	verified	claude-blind,claude-review	
h2w013	次	cì	(measure word for times)	hsk2	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is a synonym or the same description in other words
h2w014	从	cóng	from	hsk2	verified	claude-blind,claude-review	
h2w015	错	cuò	wrong	hsk2	verified	claude-blind,claude-review	
h2w016	打篮球	dǎ lán qiú	to play basketball	hsk2	verified	claude-blind,claude-review	
h2w017	大家	dà jiā	everyone	hsk2	verified	claude-blind,claude-review	
h2w018	到	dào	to arrive; to	hsk2	verified	claude-blind,claude-review	
h2w019	得	de	(structural particle after a verb)	hsk2	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: same particle, described in other words
h2w020	等	děng	to wait	hsk2	verified	claude-blind,claude-review	
h2w021	弟弟	dì di	younger brother	hsk2	verified	claude-blind,claude-review	
h2w022	第一	dì yī	first	hsk2	verified	claude-blind,claude-review	
h2w023	懂	dǒng	to understand	hsk2	verified	claude-blind,claude-review	
h2w024	对	duì	correct; towards	hsk2	verified	claude-blind,claude-review	
h2w025	房间	fáng jiān	room	hsk2	verified	claude-blind,claude-review	
h2w026	非常	fēi cháng	very; extremely	hsk2	verified	claude-blind,claude-review	
h2w027	服务员	fú wù yuán	waiter; attendant	hsk2	verified	claude-blind,claude-review	
h2w028	高	gāo	tall; high	hsk2	verified	claude-blind,claude-review	
h2w029	告诉	gào su	to tell	hsk2	verified	claude-blind,claude-review	
h2w030	哥哥	gē ge	older brother	hsk2	verified	claude-blind,claude-review	
h2w031	给	gěi	to give; for	hsk2	verified	claude-blind,claude-review	
h2w032	公共汽车	gōng gòng qì chē	bus	hsk2	verified	claude-blind,claude-review	
h2w033	公司	gōng sī	company	hsk2	verified	claude-blind,claude-review	
h2w034	贵	guì	expensive	hsk2	verified	claude-blind,claude-review	
h2w035	过	guo	(particle for past experience)	hsk2	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: same particle, described in other words
h2w036	还	hái	still; also	hsk2	verified	claude-blind,claude-review	
h2w037	孩子	hái zi	child	hsk2	verified	claude-blind,claude-review	
h2w038	好吃	hǎo chī	tasty	hsk2	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is a synonym or the same description in other words
h2w039	黑	hēi	black	hsk2	verified	claude-blind,claude-review	
h2w040	红	hóng	red	hsk2	verified	claude-blind,claude-review	
h2w041	欢迎	huān yíng	welcome	hsk2	verified	claude-blind,claude-review	
h2w042	回答	huí dá	to answer	hsk2	verified	claude-blind,claude-review	
h2w043	机场	jī chǎng	airport	hsk2	verified	claude-blind,claude-review	
