id	script	reading	english	tags	status	checks	note
h3x001	你饿了吗？｜饿了，我想吃蛋糕。｜厨房里有一个。	Nǐ è le ma? | È le, wǒ xiǎng chī dàn gāo. | Chú fáng lǐ yǒu yí gè.	Are you hungry? | Yes, I want some cake. | There's one in the kitchen.	exchange,food	verified	claude-blind,claude-review	
h3x002	你吃饱了吗？｜还没有，我还想吃香蕉。	Nǐ chī bǎo le ma? | Hái méi yǒu, wǒ hái xiǎng chī xiāng jiāo.	Are you full? | Not yet, I still want a banana.	exchange,food	verified	claude-blind,claude-review	
h3x003	这个面包很新鲜。｜真的吗？我也想吃一个。	Zhè ge miàn bāo hěn xīn xiān. | Zhēn de ma? Wǒ yě xiǎng chī yí gè.	This bread is really fresh. | Really? I want one too.	exchange,food	verified	claude-blind,claude-review	
h3x004	你想喝什么饮料？｜我想喝一点儿甜的。	Nǐ xiǎng hē shén me yǐn liào? | Wǒ xiǎng hē yì diǎnr tián de.	What drink would you like? | Something sweet, please.	exchange,food	verified	claude-blind,claude-review	
h3x005	这个碗里是什么？｜是面条，你要吃吗？｜要！	Zhè ge wǎn lǐ shì shén me? | Shì miàn tiáo, nǐ yào chī ma? | Yào!	What's in this bowl? | Noodles. Do you want some? | Yes!	exchange,food	verified	claude-blind,claude-review	
h3x006	冰箱里还有蛋糕吗？｜没有了，被我吃了。	Bīng xiāng lǐ hái yǒu dàn gāo ma? | Méi yǒu le, bèi wǒ chī le.	Is there any cake left in the fridge? | No, I ate it.	exchange,food	verified	claude-blind,claude-review	
h3x007	你会用筷子吗？｜会，可是我还不习惯。	Nǐ huì yòng kuài zi ma? | Huì, kě shì wǒ hái bù xí guàn.	Can you use chopsticks? | Yes, but I'm not used to it yet.	exchange,food	verified	claude-blind,claude-review	
h3x008	这个菜单我看不懂。｜别着急，我给你讲一下。	Zhè ge cài dān wǒ kàn bù dǒng. | Bié zháo jí, wǒ gěi nǐ jiǎng yí xià.	I can't understand this menu. | Don't worry, I'll explain it to you.	exchange,food	verified	claude-blind,claude-review	
h3x009	盘子里的鱼你不吃吗？｜不吃，我不饿。你吃吧。	Pán zi lǐ de yú nǐ bù chī ma? | Bù chī, wǒ bú è. Nǐ chī ba.	Aren't you going to eat the fish on the plate? | No, I'm not hungry. You have it.	exchange,food	verified	claude-blind,claude-review	
h3x010	你一共买了几个苹果？｜一共五个，都给你。	Nǐ yí gòng mǎi le jǐ gè píng guǒ? | Yí gòng wǔ gè, dōu gěi nǐ.	How many apples did you buy in all? | Five altogether, and they're all for you.	exchange,food	verified	claude-blind,claude-review	
h3x011	这个瓶子里是什么？｜是饮料，很甜。	Zhè ge píng zi lǐ shì shén me? | Shì yǐn liào, hěn tián.	What's in this bottle? | It's a drink, and it's very sweet.	exchange,food	verified	claude-blind,claude-review	
h3x012	你想吃面条还是面包？｜我想吃面包，然后喝牛奶。	Nǐ xiǎng chī miàn tiáo hái shì miàn bāo? | Wǒ xiǎng chī miàn bāo, rán hòu hē niú nǎi.	Do you want noodles or bread? | Bread, and then I'll have some milk.	exchange,food	verified	claude-blind,claude-review	
h3x013	好久不见！｜是啊，你最近好吗？｜我很好，谢谢。	Hǎo jiǔ bú jiàn! | Shì a, nǐ zuì jìn hǎo ma? | Wǒ hěn hǎo, xiè xie.	Long time no see! | I know! How have you been lately? | I'm good, thanks.	exchange,greet	verified	claude-blind,claude-review	
h3x014	早上好！你今天来得真早。｜我一直起得很早。	Zǎo shang hǎo! Nǐ jīn tiān lái de zhēn zǎo. | Wǒ yì zhí qǐ de hěn zǎo.	Good morning! You came so early today. | I always get up early.	exchange,greet	verified	claude-blind,claude-review	
h3x015	你好，我是你的新邻居。｜欢迎！我们做朋友吧。	Nǐ hǎo, wǒ shì nǐ de xīn lín jū. | Huān yíng! Wǒ men zuò péng you ba.	Hello, I'm your new neighbor. | Welcome! Let's be friends.	exchange,greet	verified	claude-blind,claude-review	
h3x016	你好！我们是第一次见面吧？｜对，很高兴认识你。	Nǐ hǎo! Wǒ men shì dì yī cì jiàn miàn ba? | Duì, hěn gāo xìng rèn shi nǐ.	Hi! This is our first time meeting, right? | Yes, nice to meet you.	exchange,greet	verified	claude-blind,claude-review	
h3x017	你好，你是校长吗？｜不是，我是新来的。	Nǐ hǎo, nǐ shì xiào zhǎng ma? | Bú shì, wǒ shì xīn lái de.	Hello, are you the principal? | No, I'm new here.	exchange,greet	verified	claude-blind,claude-review	
h3x018	你去哪儿了？我等了你一会儿。｜对不起，我遇到朋友了。	Nǐ qù nǎr le? Wǒ děng le nǐ yí huìr. | Duì bu qǐ, wǒ yù dào péng you le.	Where did you go? I waited for you a while. | Sorry, I ran into a friend.	exchange,greet	verified	claude-blind,claude-review	
h3x019	你的帽子真可爱！｜谢谢，是奶奶给我的。	Nǐ de mào zi zhēn kě ài! | Xiè xie, shì nǎi nai gěi wǒ de.	Your hat is so cute! | Thanks, my grandma gave it to me.	exchange,greet	verified	claude-blind,claude-review	
h3x020	再见，我要回家了。｜好，路上小心！	Zài jiàn, wǒ yào huí jiā le. | Hǎo, lù shang xiǎo xīn!	Bye, I'm going home. | Okay, be careful on the way!	exchange,greet	verified	claude-blind,claude-review	
h3x021	今天刮风了。｜是啊，我的帽子飞走了！	Jīn tiān guā fēng le. | Shì a, wǒ de mào zi fēi zǒu le!	It's windy today. | Yeah, my hat blew away!	exchange,weather	verified	claude-blind,claude-review	
h3x022	今天太阳很大。｜是啊，我想去树下休息。	Jīn tiān tài yáng hěn dà. | Shì a, wǒ xiǎng qù shù xià xiū xi.	The sun is strong today. | Yeah, I want to rest under a tree.	exchange,weather	verified	claude-blind,claude-review	
