id	verdict	fix_gloss	note
p122	ok		
p123	ok		
p124	ok		
p125	ok		
p126	ok		
p127	ok		
p128	ok		
p129	ok		
p130	ok		
p131	ok		
p132	ok		
p133	ok		
p134	ok		
p135	ok		
p136	ok		
p137	ok		
p138	ok		
p139	ok		
p140	ok		
p141	ok		
p142	ok		
p143	ok		
p144	ok		
p145	ok		
p146	ok		
p147	ok		
p148	ok		
p149	ok		
p150	ok		
p151	fix	مَاذَا تُرِيدُ أَنْ تَشْتَرِي؟	Pause form: final ي unmarked so it reads ī not iy
p152	ok		
p153	ok		
p154	fix	بِكَمْ هَٰذَا؟	Dagger alif needs fatha on ha, matching the others
p155	ok		
p156	fix	هَٰذَا كَثِيرٌ جِدًّا!	Add subject for natural price complaint
p157	ok		
p158	ok		
p159	ok		
p160	ok		
p161	fix	الْقِطَّةُ تَحْتَ الطَّاوِلَةِ.	القط is tomcat; use generic/fem cat
p162	ok		
p163	ok		
p164	ok		
p165	ok		
p166	ok		
p167	ok		
p168	ok		
p169	ok		
p170	ok		
p171	ok		
p172	fix	أُرِيدُ أَنْ أُجْرِيَ مُكَالَمَةً هَاتِفِيَّةً.	أتصل بالهاتف unnatural for make a call
p173	ok		
p174	ok		
p175	ok		
p176	ok		
p177	ok		
p178	ok		
p179	ok		
p180	ok		
p181	ok		
