# Gemini's reply for hsk2.es, chunk 02 — 75 entries.
#
# Paste the whole of hsk2.es.02.gemini.md into Gemini, then paste its
# reply below. Prose around the TSV block is ignored, so pasting the whole
# answer is fine — but the block must still begin with a line reading
# exactly:  id<tab>verdict<tab>fix_gloss<tab>note
#
# If it came back with spaces instead of tabs, paste it into a spreadsheet
# and copy it back out — that turns the columns into real tabs.

id	verdict	fix_gloss	note
h2p076	ok		
h2p077	ok		
h2p078	ok		
h2p079	ok		
h2p080	ok		
h2p081	ok		
h2p082	ok		
h2p083	ok		
h2p084	ok		
h2p085	ok		
h2p086	ok		
h2p087	ok		
h2p088	ok		
h2p089	ok		
h2p090	ok		
h2p091	ok		
h2p092	ok		
h2p093	ok		
h2p094	ok		
h2p095	ok		
h2p096	ok		
h2p097	ok		
h2p098	ok		
h2p099	ok		
h2p100	ok		
h2p101	ok		
h2p102	ok		
h2p103	ok		
h2p104	ok		
h2p105	ok		
h2p106	ok		
h2p107	ok		
h2p108	ok		
h2p109	ok		
h2p110	ok		
h2p111	ok		
h2p112	ok		
h2p113	ok		
h2p114	ok		
h2p115	ok		
h2p116	ok		
h2p117	ok		
h2p118	ok		
h2p119	ok		
h2p120	ok		
h2p121	ok		
h2p122	ok		
h2p123	ok		
h2p124	ok		
h2p125	ok		
h2p126	ok		
h2p127	ok		
h2p128	ok		
h2p129	ok		
h2p130	ok		
h2p131	ok		
h2p132	ok		
h2p133	ok		
h2p134	ok		
h2p135	ok		
h2p136	ok		
h2p137	ok		
h2p138	ok		
h2p139	ok		
h2p140	ok		
h2p141	ok		
h2p142	ok		
h2p143	ok		
h2p144	ok		
h2p145	ok		
h2p146	ok		
h2p147	ok		
h2p148	ok		
h2p149	ok		
h2p150	ok		
