# Gemini's reply for hsk2.es, chunk 06 — 74 entries.
#
# Paste the whole of hsk2.es.06.gemini.md into Gemini, then paste its
# reply below. Prose around the TSV block is ignored, so pasting the whole
# answer is fine — but the block must still begin with a line reading
# exactly:  id<tab>verdict<tab>fix_gloss<tab>note
#
# If it came back with spaces instead of tabs, paste it into a spreadsheet
# and copy it back out — that turns the columns into real tabs.

id	verdict	fix_gloss	note
h2p376	ok		
h2p377	ok		
h2p378	ok		
h2p379	ok		
h2p380	ok		
h2p381	ok		
h2p382	ok		
h2p383	ok		
h2p384	ok		
h2p385	ok		
h2p386	ok		
h2p387	ok		
h2p388	ok		
h2p389	ok		
h2p390	ok		
h2p391	ok		
h2p392	ok		
h2p393	ok		
h2p394	ok		
h2p395	ok		
h2p396	ok		
h2p397	ok		
h2p398	ok		
h2p399	ok		
h2p400	ok		
h2p401	ok		
h2p402	ok		
h2p403	ok		
h2p404	ok		
h2p405	ok		
h2p406	ok		
h2p407	ok		
h2p408	ok		
h2p409	ok		
h2p410	ok		
h2p411	ok		
h2p412	ok		
h2p413	ok		
h2p414	ok		
h2p415	ok		
h2p416	ok		
h2p417	ok		
h2p418	ok		
h2p419	ok		
h2p420	ok		
h2p421	ok		
h2p422	ok		
h2p423	ok		
h2p424	ok		
h2p425	ok		
h2p426	ok		
h2p427	ok		
h2p428	ok		
h2p429	ok		
h2p430	ok		
h2p431	ok		
h2p432	ok		
h2p433	ok		
h2p434	ok		
h2p435	ok		
h2p436	ok		
h2p437	ok		
h2p438	ok		
h2p439	ok		
h2p440	ok		
h2p441	ok		
h2p442	ok		
h2p443	ok		
h2p444	ok		
h2p445	ok		
h2p446	ok		
h2p447	ok		
h2p448	ok		
h2p449	ok		
