# Gemini's reply for hsk2.es, chunk 04 — 75 entries.
#
# Paste the whole of hsk2.es.04.gemini.md into Gemini, then paste its
# reply below. Prose around the TSV block is ignored, so pasting the whole
# answer is fine — but the block must still begin with a line reading
# exactly:  id<tab>verdict<tab>fix_gloss<tab>note
#
# If it came back with spaces instead of tabs, paste it into a spreadsheet
# and copy it back out — that turns the columns into real tabs.

id	verdict	fix_gloss	note
h2p226	ok		
h2p227	ok		
h2p228	ok		
h2p229	ok		
h2p230	ok		
h2p231	ok		
h2p232	ok		
h2p233	fix	Se rio.	ortografía: "rio" (pretérito de reír) no lleva tilde según la RAE (2010); "rió" es forma antigua
h2p234	ok		
h2p235	ok		
h2p236	ok		
h2p237	ok		
h2p238	ok		
h2p239	ok		
h2p240	ok		
h2p241	ok		
h2p242	ok		
h2p243	ok		
h2p244	ok		
h2p245	ok		
h2p246	ok		
h2p247	ok		
h2p248	ok		
h2p249	ok		
h2p250	ok		
h2p251	ok		
h2p252	ok		
h2p253	ok		
h2p254	ok		
h2p255	ok		
h2p256	ok		
h2p257	ok		
h2p258	ok		
h2p259	ok		
h2p260	ok		
h2p261	ok		
h2p262	ok		
h2p263	ok		
h2p264	ok		
h2p265	ok		
h2p266	ok		
h2p267	ok		
h2p268	ok		
h2p269	ok		
h2p270	ok		
h2p271	ok		
h2p272	ok		
h2p273	ok		
h2p274	ok		
h2p275	ok		
h2p276	ok		
h2p277	fix	¡Mil yuanes son demasiado caros!	concordancia: "yuanes" es plural, el verbo y el adjetivo deben concordar (son...caros)
h2p278	ok		
h2p279	ok		
h2p280	ok		
h2p281	ok		
h2p282	ok		
h2p283	ok		
h2p284	ok		
h2p285	ok		
h2p286	ok		
h2p287	ok		
h2p288	ok		
h2p289	ok		
h2p290	ok		
h2p291	ok		
h2p292	ok		
h2p293	ok		
h2p294	ok		
h2p295	ok		
h2p296	ok		
h2p297	ok		
h2p298	ok		
h2p299	ok		
h2p300	ok		
