id	verdict	fix_gloss	note
h3w243	ok		
h3w244	ok		
h3w245	ok		
h3w246	ok		
h3w247	ok		
h3w248	ok		
h3w249	ok		
h3w250	ok		
h3w251	ok		
h3w252	fix	سَابِقًا	قَبْلَ is a preposition needing a genitive; adverb previously = سَابِقًا
h3w253	ok		
h3w254	ok		
h3w255	ok		
h3w256	ok		
h3w257	ok		
h3w258	ok		
h3w259	ok		
h3w260	ok		
h3w261	ok		
h3w262	ok		
h3w263	ok		
h3w264	ok		
h3w265	ok		
h3w266	ok		
h3w267	ok		
h3w268	ok		
h3w269	ok		
h3w270	ok		
h3w271	ok		
h3w272	ok		
h3w273	ok		
h3w274	fix	فَقَطْ؛ فَقَطْ إِذَا	إِلَّا إِذَا means unless, not only if
h3w275	ok		
h3w276	ok		
h3w277	ok		
h3w278	ok		
h3w279	ok		
h3w280	ok		
h3w281	ok		
h3w282	ok		
h3w283	ok		
h3w284	ok		
h3w285	ok		
h3w286	ok		
h3w287	ok		
h3w288	ok		
h3w289	ok		
h3w290	ok		
h3w291	ok		
h3w292	ok		
h3w293	ok		
h3w294	ok		
h3w295	ok		
h3w296	ok		
h3w297	ok		
h3w298	ok		
h3w299	ok		
h3w300	ok		
