id	verdict	fix_gloss	note
h3w182	ok		
h3w183	ok		
h3w184	ok		
h3w185	ok		
h3w186	ok		
h3w187	ok		
h3w188	ok		
h3w189	ok		
h3w190	ok		
h3w191	ok		
h3w192	ok		
h3w193	ok		
h3w194	ok		
h3w195	ok		
h3w196	ok		
h3w197	ok		
h3w198	ok		
h3w199	ok		
h3w200	ok		
h3w201	ok		
h3w202	ok		
h3w203	ok		
h3w204	ok		
h3w205	ok		
h3w206	ok		
h3w207	ok		
h3w208	ok		
h3w209	ok		
h3w210	ok		
h3w211	ok		
h3w212	ok		
h3w213	ok		
h3w214	ok		
h3w215	ok		
h3w216	fix	رِجْلٌ	腿 = leg; سَاقٌ is only the shank
h3w217	ok		
h3w218	fix	سُلْطَانِيَّةٌ	وِعَاءٌ is generic vessel; bowl = سُلْطَانِيَّة
h3w219	ok		
h3w220	ok		
h3w221	ok		
h3w222	ok		
h3w223	ok		
h3w224	ok		
h3w225	ok		
h3w226	ok		
h3w227	ok		
h3w228	ok		
h3w229	ok		
h3w230	ok		
h3w231	ok		
h3w232	ok		
h3w233	ok		
h3w234	ok		
h3w235	ok		
h3w236	ok		
h3w237	ok		
h3w238	ok		
h3w239	ok		
h3w241	ok		
h3w242	ok		
