id	verdict	fix_gloss	note
h2w001	ok		
h2w002	ok		
h2w003	fix	مِئَةٌ	alif in مائة is silent (real pronunciation mi'a); the classical spelling reads mechanically as the wrong "Miaa'a" (long a), the alif-less spelling gives the correct Mi'a
h2w004	ok		
h2w005	ok		
h2w006	ok		
h2w007	ok		
h2w008	ok		
h2w009	ok		
h2w010	ok		
h2w011	ok		
h2w012	ok		
h2w013	ok		
h2w014	ok		
h2w015	ok		
h2w016	ok		
h2w017	ok		
h2w018	ok		
h2w019	ok		
h2w020	ok		
h2w021	ok		
h2w022	ok		
h2w023	ok		
h2w024	ok		
h2w025	ok		
h2w026	ok		
h2w027	ok		
h2w028	ok		
h2w029	ok		
h2w030	ok		
h2w031	ok		
h2w032	ok		
h2w033	ok		
h2w034	ok		
h2w035	ok		
h2w036	ok		
h2w037	ok		
h2w038	ok		
h2w039	ok		
h2w040	ok		
h2w041	ok		
h2w042	ok		
h2w043	ok		
h2w044	ok		
h2w045	ok		
h2w046	ok		
h2w047	ok		
h2w048	ok		
h2w049	ok		
h2w050	ok		
h2w051	ok		
h2w052	ok		
h2w053	ok		
h2w054	ok		
h2w055	ok		
h2w056	ok		
h2w057	ok		
h2w058	ok		
h2w059	ok		
h2w060	ok		
