id	verdict	fix_gloss	note
h2w061	ok		
h2w062	ok		
h2w063	ok		
h2w064	ok		
h2w065	ok		
h2w066	ok		
h2w067	ok		
h2w068	ok		
h2w069	ok		
h2w070	fix	(أَدَاةٌ بِمَعْنَى كُلِّ)	كُلّ after بِمَعْنَى must be genitive (mudaf ilayh), as elsewhere in this set (بِمَعْنَى اللَّامِ); كُلُّ (nominative) is a case-ending error
h2w071	ok		
h2w072	ok		
h2w073	ok		
h2w074	ok		
h2w075	ok		
h2w076	ok		
h2w077	ok		
h2w078	ok		
h2w079	ok		
h2w080	ok		
h2w081	ok		
h2w082	ok		
h2w083	fix	قَامَ	استيقظ means "woke up" (became conscious), not 起床 "got out of bed"; قام is the natural verb for getting up/out of bed
h2w084	ok		
h2w085	ok		
h2w086	ok		
h2w087	ok		
h2w088	ok		
h2w089	ok		
h2w090	ok		
h2w091	ok		
h2w092	ok		
h2w093	ok		
h2w094	ok		
h2w095	ok		
h2w096	ok		
h2w097	ok		
h2w098	ok		
h2w099	ok		
h2w100	ok		
h2w101	ok		
h2w102	ok		
h2w103	ok		
h2w104	ok		
h2w105	ok		
h2w106	ok		
h2w107	ok		
h2w108	ok		
h2w109	ok		
h2w110	ok		
h2w111	ok		
h2w112	ok		
h2w113	ok		
h2w114	ok		
h2w115	ok		
h2w116	ok		
h2w117	ok		
h2w118	ok		
h2w119	ok		
h2w120	ok		
