# Gemini's reply for hsk1.es, chunk 01 — 76 entries.
#
# Paste the whole of hsk1.es.01.gemini.md into Gemini, then paste its
# reply below. Prose around the TSV block is ignored, so pasting the whole
# answer is fine — but the block must still begin with a line reading
# exactly:  id<tab>verdict<tab>fix_gloss<tab>note
#
# If it came back with spaces instead of tabs, paste it into a spreadsheet
# and copy it back out — that turns the columns into real tabs.
id	verdict	fix_gloss	note
p001	ok		
p002	ok		
p003	ok		
p004	ok		
p005	ok		
p006	ok		
p007	ok		
p008	ok		
p009	ok		
p010	ok		
p011	ok		
p012	ok		
p013	ok		
p014	ok		
p015	ok		
p016	ok		
p017	ok		
p018	ok		
p019	ok		
p020	ok		
p021	ok		
p022	ok		
p023	ok		
p024	ok		
p025	ok		
p026	ok		
p027	ok		
p028	ok		
p029	ok		
p030	ok		
p031	ok		
p032	ok		
p033	ok		
p034	ok		
p035	ok		
p036	ok		
p037	ok		
p038	ok		
p039	ok		
p040	ok		
p041	ok		
p042	ok		
p043	ok		
p044	ok		
p045	ok		
p046	ok		
p047	ok		
p048	ok		
p049	ok		
p050	ok		
p051	ok		
p052	ok		
p053	ok		
p054	ok		
p055	ok		
p056	ok		
p057	ok		
p058	ok		
p059	ok		
p060	ok		
p061	ok		
p062	ok		
p063	ok		
p064	ok		
p065	ok		
p066	ok		
p067	ok		
p068	ok		
p069	ok		
p070	ok		
p071	ok		
p072	ok		
p073	ok		
p074	ok		
p075	ok		
p076	ok		
