# Gemini's reply for hsk1.es, chunk 02 — 76 entries.
#
# Paste the whole of hsk1.es.02.gemini.md into Gemini, then paste its
# reply below. Prose around the TSV block is ignored, so pasting the whole
# answer is fine — but the block must still begin with a line reading
# exactly:  id<tab>verdict<tab>fix_gloss<tab>note
#
# If it came back with spaces instead of tabs, paste it into a spreadsheet
# and copy it back out — that turns the columns into real tabs.
id	verdict	fix_gloss	note
p077	ok		
p079	ok		
p080	ok		
p081	ok		
p082	ok		
p083	ok		
p084	ok		
p085	ok		
p086	ok		
p087	ok		
p088	ok		
p089	ok		
p090	ok		
p091	ok		
p092	ok		
p093	ok		
p094	ok		
p095	ok		
p096	ok		
p097	ok		
p098	ok		
p099	ok		
p100	ok		
p101	ok		
p102	ok		
p103	ok		
p104	ok		
p105	ok		
p106	ok		
p107	ok		
p108	ok		
p109	ok		
p110	ok		
p111	ok		
p112	ok		
p113	ok		
p114	ok		
p115	ok		
p116	ok		
p117	ok		
p118	ok		
p119	ok		
p120	ok		
p121	ok		
p122	ok		
p123	ok		
p124	ok		
p125	ok		
p126	ok		
p127	ok		
p128	ok		
p129	ok		
p130	ok		
p131	ok		
p132	ok		
p133	ok		
p134	ok		
p135	ok		
p136	ok		
p137	ok		
p138	ok		
p139	ok		
p140	ok		
p141	ok		
p142	ok		
p143	ok		
p144	ok		
p145	ok		
p146	ok		
p147	ok		
p148	ok		
p149	ok		
p150	ok		
p151	ok		
p152	ok		
p153	ok		
