id	verdict	fix_gloss	note
h3p308	ok		
h3p309	ok		
h3p310	ok		
h3p311	ok		
h3p312	ok		
h3p313	ok		
h3p314	ok		
h3p315	ok		
h3p316	ok		
h3p317	ok		
h3p318	ok		
h3p319	ok		
h3p320	ok		
h3p321	ok		
h3p322	ok		
h3p323	ok		
h3p324	ok		
h3p325	ok		
h3p326	ok		
h3p327	ok		
h3p328	ok		
h3p329	ok		
h3p330	ok		
h3p331	ok		
h3p332	ok		
h3p333	ok		
h3p334	ok		
h3p335	ok		
h3p336	ok		
h3p337	ok		
h3p338	ok		
h3p339	ok		
h3p340	ok		
h3p341	ok		
h3p342	ok		
h3p343	ok		
h3p344	ok		
h3p345	ok		
h3p346	ok		
h3p348	ok		
h3p349	ok		
h3p350	ok		
h3p351	ok		
h3p352	ok		
h3p353	ok		
h3p354	ok		
h3p355	ok		
h3p356	ok		
h3p357	ok		
h3p358	ok		
h3p359	ok		
h3p360	ok		
h3p361	ok		
h3p362	ok		
h3p363	ok		
h3p364	ok		
h3p365	ok		
h3p366	ok		
h3p367	ok		
h3p368	ok		
