id	verdict	fix_gloss	note
h3p121	ok		
h3p122	ok		
h3p123	ok		
h3p124	ok		
h3p125	ok		
h3p126	ok		
h3p127	ok		
h3p128	ok		
h3p129	ok		
h3p130	ok		
h3p131	ok		
h3p132	ok		
h3p133	ok		
h3p134	ok		
h3p135	ok		
h3p136	ok		
h3p137	ok		
h3p138	ok		
h3p139	ok		
h3p140	ok		
h3p141	ok		
h3p142	ok		
h3p143	ok		
h3p144	ok		
h3p145	ok		
h3p146	ok		
h3p147	ok		
h3p148	ok		
h3p149	ok		
h3p150	ok		
h3p151	ok		
h3p152	ok		
h3p153	ok		
h3p154	ok		
h3p155	ok		
h3p156	ok		
h3p157	ok		
h3p158	ok		
h3p159	ok		
h3p160	ok		
h3p161	ok		
h3p162	ok		
h3p163	ok		
h3p164	ok		
h3p165	ok		
h3p166	ok		
h3p167	ok		
h3p168	ok		
h3p169	ok		
h3p170	ok		
h3p171	ok		
h3p172	ok		
h3p173	ok		
h3p174	ok		
h3p175	ok		
h3p176	ok		
h3p177	ok		
h3p178	ok		
h3p179	ok		
h3p180	ok		
