id	verdict	fix_gloss	note
p182	ok		
p183	ok		
p184	ok		
p185	ok		
p186	ok		
p187	ok		
p188	ok		
p189	ok		
p190	ok		
p191	ok		
p192	ok		
p193	ok		
p194	ok		
p195	ok		
p196	ok		
p197	ok		
p198	ok		
p199	ok		
p200	ok		
p201	ok		
p202	ok		
p203	ok		
p204	ok		
p205	ok		
p206	ok		
p207	ok		
p208	ok		
p209	ok		
p210	ok		
p211	ok		
p212	fix	عِنْدَ الظُّهْرِ آكُلُ فِي الْبَيْتِ.	"فِي الظُّهْرِ" is not idiomatic for at noon; use عِنْدَ الظُّهْرِ
p213	ok		
p214	ok		
p215	ok		
p216	ok		
p217	ok		
p218	ok		
p219	ok		
p220	ok		
p221	ok		
p222	ok		
p223	ok		
p224	ok		
p225	ok		
p226	ok		
p227	ok		
p228	ok		
p229	ok		
p231	ok		
p232	ok		
p233	ok		
p234	ok		
p235	ok		
p236	ok		
p237	ok		
p238	ok		
p239	ok		
p240	ok		
p241	ok		
p242	ok		
