id	verdict	fix_script	fix_reading	fix_english	note
h3p121	fix	根据我的经验，今天可能会下雨。		Going by my experience, it might rain today.	根据天气 is stiff
h3p122	ok				
h3p123	fix	我最喜欢你的手，很舒服。		I like your hands best. They feel nice.	更 comparative had no referent
h3p124	ok				
h3p125	ok				
h3p126	ok				
h3p127	ok				
h3p128	ok				
h3p129	ok				
h3p130	ok				
h3p131	ok				
h3p132	fix		guò qù		过去 (the past) is guòqù, not neutral
h3p133	ok				
h3p134	ok				
h3p135	ok				
h3p136	ok				
h3p137	ok				
h3p138	ok				
h3p139	ok				
h3p140	ok				
h3p141	ok				
h3p142	ok				
h3p143	ok				
h3p144	ok				
h3p145	fix	茶或者果汁，我都可以喝。		Tea or juice, either is fine with me.	或者 is not used in questions; use 还是
h3p146	ok				
h3p147	ok				
h3p148	fix	今天出太阳了，我高兴极了！		The sun is out today. I'm so happy!	太阳很好 is unnatural
h3p149	ok				
h3p150	fix	我最喜欢的季节是春天。		Spring is my favorite season.	这个季节 is textbook
h3p151	ok				
h3p152	ok				
h3p153	ok				
h3p154	fix	明天见面时，我有东西要给你看。		When we meet tomorrow, I have something to show you.	给你看东西 is awkward
h3p155	ok				
h3p156	ok				
h3p157	ok				
h3p158	ok				
h3p159	ok				
h3p160	ok				
h3p161	ok				
h3p162	ok				
h3p163	ok				
h3p164	ok				
h3p165	ok				
h3p166	ok				
h3p167	ok				
h3p168	ok				
h3p169	ok				
h3p170	ok				
h3p171	ok				
h3p172	ok				
h3p173	ok				
h3p174	ok				
h3p175	ok				
h3p176	ok				
h3p177	ok				
h3p178	ok				
h3p179	ok				
h3p180	ok				
