id	verdict	fix_script	fix_reading	fix_english	note
h3p421	ok				
h3p422	ok				
h3p423	ok				
h3p424	ok				
h3p425	ok				
h3p426	ok				
h3p427	ok				
h3p428	ok				
h3p429	ok				
h3p430	fix	夏天的晚上很舒服。		Summer nights are really pleasant.	好玩 wrong for evenings
h3p431	ok				
h3p432	fix	我喜欢这个小故事。		I like this little story.	believing a story is odd
h3p433	ok				
h3p434	ok				
h3p435	ok				
h3p436	fix		dì shang		reading: 地上 is dì shang
h3p437	ok				
h3p438	ok				
h3p439	ok				
h3p440	ok				
h3p441	ok				
h3p442	ok				
h3p443	ok				
h3p444	ok				
h3p445	ok				
h3p446	ok				
h3p447	ok				
h3p448	ok				
h3p449	ok				
h3p450	fix	你是我的家人。		You are my family.	original awkward
h3p451	ok				
h3p452	ok				
h3p453	ok				
h3p454	ok				
h3p455	ok				
h3p456	fix	这杯饮料是谁的？		Whose drink is this?	need measure word 杯
h3p457	ok				
h3p458	ok				
h3p459	ok				
h3p460	ok				
h3p461	ok				
h3p462	ok				
h3p463	ok				
h3p464	ok				
h3p465	ok				
h3p466	ok				
h3p467	ok				
h3p468	fix	我想要一个礼物，你能送我吗？		I want a present. Can you give me one?	你有吗 unnatural
h3p469	ok				
h3p470	ok				
h3p471	ok				
h3p472	ok				
