id	verdict	fix_script	fix_reading	fix_english	note
h3p061	ok				
h3p062	ok				
h3p063	ok				
h3p064	ok				
h3p065	ok				
h3p066	ok				
h3p067	fix	今天天气多么好啊！		What lovely weather today!	textbook word order
h3p068	ok				
h3p069	ok				
h3p070	ok				
h3p071	ok				
h3p072	ok				
h3p073	ok				
h3p074	ok				
h3p075	ok				
h3p076	ok				
h3p077	ok				
h3p078	ok				
h3p079	ok				
h3p080	ok				
h3p081	ok				
h3p082	ok				
h3p083	ok				
h3p084	ok				
h3p085	ok				
h3p086	ok				
h3p087	ok				
h3p088	ok				
h3p089	ok				
h3p090	ok				
h3p091	ok				
h3p092	ok				
h3p093	ok				
h3p094	fix		dì shang		地上 is one word, dì shang
h3p095	ok				
h3p096	ok				
h3p097	ok				
h3p098	ok				
h3p099	ok				
h3p100	ok				
h3p101	ok				
h3p102	ok				
h3p103	ok				
h3p104	ok				
h3p105	fix	春天到了，外面有很多小动物。		Spring is here, and there are lots of little animals outside.	草地 is not HSK 1-3 and was misread
h3p106	ok				
h3p107	ok				
h3p108	ok				
h3p109	ok				
h3p110	ok				
h3p111	ok				
h3p112	ok				
h3p113	ok				
h3p114	ok				
h3p115	ok				
h3p116	ok				
h3p117	ok				
h3p118	ok				
h3p119	ok				
h3p120	ok				
